電池編號,V:測試電壓值 ,I:漏電流值,OM:絕緣電阻值,PF:結果判定
Q318T1D2-075,249.35,0,243718000,128
Q318T1D2-076,248.535,0,491721000,128
Q318T1D2-077,249.35,0,405121000,66
Q318T1D2-077,249.35,0,1568550000,128
Q318T1D2-078,248.943,0,278874000,66
Q318T1D2-078,249.35,0,210218000,66
Q318T1D2-078,249.35,0,364127000,128
Q318T1D2-079,249.35,0,1568550000,128
Q318T1D2-200,249.35,0,1492030000,128
Q318T1D2-201,249.35,0,1529330000,128
Q318T1D2-203,248.943,0,1526840000,128
Q318T1D2-241,249.35,0,1747810000,128
Q318T1E1-001,248.943,0,1489600000,128
Q318T1E1-002,248.943,0,1489600000,128
Q318T1E1-003,249.35,0,1492030000,128
Q318T1E1-004,248.943,0,1489600000,128
Q318T1E1-005,248.535,0,254056000,128
Q318T1E1-006,248.943,0,1699070000,128
Q318T1E1-007,248.535,0,1524340000,66
Q318T1E1-007,248.943,0,252369000,66
Q318T1E1-007,248.128,0,1484720000,128
Q318T1E1-008,248.943,0,265536000,128
Q318T1E1-009,248.943,0,323139000,66
Q318T1E1-009,248.943,0,1526840000,128
Q318T1E1-010,248.943,0,1489600000,128
Q318T1E1-011,248.535,0,1487160000,128
Q318T1E1-012,-1,-1,-1,98
Q318T1E1-012,249.35,0,1492030000,128
Q318T1E1-013,248.943,0,1489600000,128
Q318T1E1-014,248.535,0,178808000,66
Q318T1E1-014,249.35,0,357739000,128
Q318T1E1-015,248.943,0,1489600000,128
Q318T1E1-016,248.943,0,133640000,128
Q318T1E1-017,248.943,0,2568960000,128
Q318T1E1-018,248.535,0,1487160000,128
Q318T1E1-019,248.535,0,1487160000,128
Q318T1E1-020,249.35,0,1492030000,128
Q318T1E1-021,248.535,0,279694000,128
Q318T1E1-022,248.943,0,1489600000,128
Q318T1E1-023,248.943,0,1489600000,128
Q318T1E1-024,248.943,0,1489600000,128
Q318T1E1-025,248.943,0,452395000,128
Q318T1E1-025,248.943,0,259887000,128
Q318T1E1-026,248.943,0,1526840000,128
Q318T1E1-027,248.128,0,1484720000,128
Q318T1E1-028,248.943,0,1489600000,128
Q318T1E1-029,248.943,0,341192000,128
Q318T1E1-030,248.128,0,1484720000,128
Q318T1E1-031,248.943,0,321439000,66
Q318T1E1-031,249.35,0,1492030000,128
Q318T1E1-032,248.943,0,231338000,128
Q318T1E1-033,248.943,0,353025000,128
Q318T1E1-034,248.943,0,1489600000,128
Q318T1E1-035,247.721,0,1482280000,128
Q318T1E1-036,248.943,0,1489600000,128
Q318T1E1-037,248.943,0,1489600000,128
Q318T1E1-038,248.943,0,1489600000,128
Q318T1E1-039,247.313,0,1479840000,128
Q318T1E1-040,248.535,0,1563420000,128
Q318T1E1-041,248.535,0,1487160000,128
Q318T1E1-042,248.943,0,2144840000,128
Q318T1E1-043,248.128,0,1484720000,66
Q318T1E1-043,248.535,0,591975000,66
Q318T1E1-043,247.313,0,1479840000,128
Q318T1E1-043,247.313,0,1516840000,128
Q318T1E1-044,248.943,0,174995000,66
Q318T1E1-044,248.943,0,1489600000,128
Q318T1E1-045,248.943,0,1489600000,128
Q318T1E1-046,248.943,0,198290000,128
Q318T1E1-047,247.313,0,1479840000,128
Q318T1E1-049,247.313,0,1516840000,128
Q318T1E1-050,248.943,0,1489600000,128
Q318T1E1-051,248.943,0,1489600000,128
Q318T1E1-052,248.943,0,1489600000,128
Q318T1E1-053,248.943,0,1526840000,128
Q318T1E1-054,248.535,0,1524340000,128
Q318T1E1-055,248.943,0,488587000,128
Q318T1E1-056,248.943,0,1489600000,128
Q318T1E1-057,248.535,0,246856000,66
Q318T1E1-057,249.35,0,1492030000,128
Q318T1E1-058,248.943,0,1489600000,128
Q318T1E1-059,248.128,0,1484720000,128
Q318T1E1-060,248.943,0,1526840000,128
Q318T1E1-061,250.573,0,226838000,66
Q318T1E1-061,248.535,0,435524000,128
Q318T1E1-062,248.943,0,374683000,128
Q318T1E1-063,248.535,0,1487160000,128
Q318T1E1-064,248.128,0,385275000,66
Q318T1E1-064,248.943,0,384109000,66
Q318T1E1-064,248.943,0,604687000,128
Q318T1E1-065,248.943,0,266696000,66
Q318T1E1-065,249.35,0,1529330000,128
Q318T1E1-066,248.128,0,1560860000,128
Q318T1E1-067,247.721,0,310069000,128
Q318T1E1-068,248.943,0,308451000,128
Q318T1E1-069,248.943,0,1489600000,128
Q318T1E1-070,248.535,0,1487160000,128
Q318T1E1-071,248.128,0,1484720000,128
Q318T1E1-072,248.943,0,1489600000,128
Q318T1E1-073,248.943,0,276350000,66
Q318T1E1-073,-1,-1,-1,98
Q318T1E1-073,248.943,0,1489600000,128
Q318T1E1-074,248.943,0,1489600000,128
Q318T1E1-075,248.943,0,1526840000,128
Q318T1E1-076,247.721,0,1482280000,66
Q318T1E1-076,249.35,0,1492030000,128
Q318T1E1-077,248.535,0,1604560000,128
Q318T1E1-078,248.943,0,1489600000,128
Q318T1E2-001,249.35,0,1492030000,128
Q318T1E2-002,248.943,0,1489600000,66
Q318T1E2-003,248.943,0,1489600000,128
Q318T1E2-006,248.535,0,383480000,128
Q318T1E2-007,248.943,0,1489600000,128
Q318T1E2-008,248.943,0,1489600000,128
Q318T1E2-009,248.943,0,1489600000,128
Q318T1E2-010,248.943,0,1526840000,128
Q318T1E2-011,248.943,0,1489600000,128
Q318T1E2-012,249.35,0,1492030000,128
Q318T1E2-013,248.943,0,1489600000,128
Q318T1E2-014,249.35,0,1492030000,128
Q318T1E2-016,248.943,0,1489600000,128
Q318T1E2-017,247.313,0,1479840000,128
Q318T1E2-018,248.943,0,259887000,128
Q318T1E2-019,248.943,0,1489600000,128
Q318T1E2-020,248.943,0,1489600000,128
Q318T1E2-021,248.943,0,1526840000,128
Q318T1E2-022,249.35,0,1492030000,128
Q318T1E2-023,248.943,0,1489600000,128
Q318T1E2-024,248.535,0,1487160000,128
Q318T1E2-025,248.943,0,1489600000,128
Q318T1E2-026,248.943,0,220481000,128
Q318T1E2-027,248.128,0,1484720000,128
Q318T1E2-028,249.35,0,1492030000,128
Q318T1E2-030,248.943,0,1489600000,128
Q318T1E2-031,248.943,0,1489600000,128
Q318T1E2-031,249.35,0,1529330000,128
Q318T1E2-032,248.943,0,1526840000,128
Q318T1E2-033,248.943,0,1489600000,66
Q318T1E2-033,248.943,0,1489600000,128
Q318T1E2-034,248.943,0,1489600000,128
Q318T1E2-035,248.943,0,1489600000,128
Q318T1E2-036,248.943,0,1489600000,128
Q318T1E2-037,249.35,0,1492030000,128
Q318T1E2-038,248.943,0,1489600000,128
Q318T1E2-039,247.721,0,1519340000,128
Q318T1E2-041,248.943,0,267866000,128
Q318T1E2-042,249.35,0,240840000,66
Q318T1E2-042,248.943,0,1489600000,128
Q318T1E2-043,248.943,0,1489600000,128
Q318T1E2-044,247.313,0,1555730000,128
Q318T1E2-045,249.35,0,1492030000,128
Q318T1E2-047,248.943,0,1489600000,66
Q318T1E2-047,-1,-1,-1,98
Q318T1E2-047,248.943,0,1489600000,128
Q318T1E2-049,248.943,0,263247000,66
Q318T1E2-049,249.35,0,1492030000,128
Q318T1E2-050,248.943,0,1489600000,128
Q318T1E2-052,249.35,0,1529330000,128
Q318T1E2-053,249.35,0,1492030000,128
Q318T1E2-054,249.35,0,1492030000,128
Q318T1E2-055,249.35,0,1492030000,128
Q318T1E2-056,247.313,0,174349000,128
Q318T1E2-057,248.943,0,1489600000,128
Q318T1E2-058,248.943,0,1489600000,128
Q318T1E2-059,248.943,0,1565980000,66
Q318T1E2-059,248.943,0,1489600000,128
Q318T1E2-060,248.943,0,1489600000,128
Q318T1E2-061,248.943,0,1489600000,128
Q318T1E2-062,250.573,0,1499350000,128
Q318T1E2-063,248.943,0,1489600000,128
Q318T1E2-064,248.943,0,1489600000,128
Q318T1E2-065,248.943,0,310017000,128
Q318T1E2-066,250.573,0,1536830000,128
Q318T1E2-067,249.35,0,1492030000,128
Q318T1E2-068,249.35,0,1492030000,128
Q318T1E2-069,248.943,0,1489600000,128
Q318T1E2-070,249.35,0,1492030000,128
Q318T1E2-073,248.943,0,1489600000,128
Q318T1E2-074,248.535,0,1487160000,128
Q318T1E2-075,248.943,0,1526840000,128
Q318T1E2-076,248.943,0,136936000,66
Q318T1E2-076,249.35,0,1492030000,128
Q318T1E2-200,248.535,0,1487160000,128
Q318T1E2-201,248.535,0,1487160000,128
Q318T1E2-201,248.943,0,1489600000,128
Q318T1E2-202,248.943,0,1489600000,128
Q318T1E2-203,248.943,0,1489600000,128
Q318T1E2-241,248.943,0,1489600000,128
Q318T1E2-242,248.535,0,1487160000,128
Q318T1E2-243,248.128,0,1560860000,128
Q318T1F1-001,250.573,0,1499350000,128
Q318T1F1-002,249.35,0,1653330000,128
Q318T1F1-003,248.943,0,1489600000,128
Q318T1F1-004,249.35,0,1529330000,128
Q318T1F1-005,248.535,0,1524340000,66
Q318T1F1-005,248.943,0,1526840000,128
Q318T1F1-006,249.35,0,351571000,128
Q318T1F1-007,249.35,0,359843000,128
Q318T1F1-008,249.35,0,1529330000,128
Q318T1F1-009,249.35,0,1568550000,128
Q318T1F1-010,249.35,0,1653330000,128
Q318T1F1-011,249.35,0,1699260000,128
Q318T1F1-012,250.573,0,435980000,128
Q318T1F1-013,249.35,0,1492030000,128
Q318T1F1-014,249.35,0,1747810000,128
Q318T1F1-015,248.943,0,1526840000,128
Q318T1F1-015,249.35,0,1619920000,128
Q318T1F1-016,249.35,0,1568550000,128
Q318T1F1-017,249.35,0,1492030000,128
Q318T1F1-018,250.573,0,1756380000,128
Q318T1F1-019,249.35,0,1492030000,128
Q318T1F1-020,249.35,0,1492030000,128
Q318T1F1-021,248.943,0,1489600000,128
Q318T1F1-022,249.35,0,1529330000,128
Q318T1F1-023,248.943,0,286729000,128
Q318T1F1-024,249.35,0,1529330000,128
Q318T1F1-025,248.943,0,193270000,128
Q318T1F1-026,248.943,0,1526840000,128
Q318T1F1-027,249.35,0,1568550000,128
Q318T1F1-028,249.35,0,1529330000,128
Q318T1F1-029,248.943,0,1489600000,128
Q318T1F1-030,249.35,0,1529330000,128
Q318T1F1-031,248.943,0,1526840000,128
Q318T1F1-032,248.943,0,1607190000,128
Q318T1F1-033,248.943,0,293622000,128
Q318T1F1-034,249.35,0,1492030000,128
Q318T1F1-035,249.35,0,1529330000,128
Q318T1F1-036,247.721,0,1482280000,128
Q318T1F1-037,249.35,0,1568550000,128
Q318T1F1-038,249.35,0,1568550000,128
Q318T1F1-039,249.35,0,1529330000,128
Q318T1F1-040,249.35,0,1492030000,128
Q318T1F1-041,248.943,0,1489600000,128
Q318T1F1-042,249.35,0,294102000,128
Q318T1F1-043,249.35,0,1492030000,128
Q318T1F1-044,248.943,0,1489600000,128
Q318T1F1-045,248.943,0,1696480000,128
Q318T1F1-046,248.943,0,1526840000,128
Q318T1F1-047,248.535,0,1604560000,128
Q318T1F1-048,248.943,0,1650630000,128
Q318T1F1-049,248.943,0,1607190000,128
Q318T1F1-050,249.35,0,1492030000,128
Q318T1F1-051,249.35,0,1492030000,128
Q318T1F1-052,248.943,0,1526840000,128
Q318T1F1-053,248.943,0,1565980000,128
Q318T1F1-054,248.943,0,1489600000,128
Q318T1F1-055,249.35,0,1609830000,128
Q318T1F1-056,248.943,0,1565980000,128
Q318T1F1-057,249.35,0,1492030000,128
Q318T1F1-058,247.721,0,1519340000,128
Q318T1F1-059,249.35,0,1492030000,128
Q318T1F1-060,248.943,0,1526840000,128
Q318T1F1-061,248.943,0,462677000,128
Q318T1F1-062,248.943,0,1565980000,128
Q318T1F1-063,249.35,0,1568550000,128
Q318T1F1-064,249.35,0,1492030000,128
Q318T1F1-065,249.35,0,1568550000,128
Q318T1F1-066,249.35,0,280611000,128
Q318T1F1-067,248.943,0,1489600000,128
Q318T1F1-068,249.35,0,1492030000,128
Q318T1F1-070,249.35,0,399825000,128
Q318T1F1-071,248.943,0,1489600000,128
Q318T1F1-072,249.35,0,1492030000,128
Q318T1F1-073,249.35,0,1492030000,128
Q318T1F1-074,249.35,0,1492030000,128
Q318T1F1-075,249.35,0,1568550000,128
Q318T1F1-076,249.35,0,1529330000,128
Q318T1F1-077,249.35,0,1568550000,128
Q318T1F1-078,248.943,0,1526840000,128
Q318T1F1-100,249.35,0,1492030000,128
Q318T1F2-001,248.535,0,1487160000,128
Q318T1F2-002,248.943,0,1489600000,128
Q318T1F2-003,248.943,0,1526840000,128
Q318T1F2-004,247.721,0,1558300000,128
Q318T1F2-005,248.943,0,1650630000,128
Q318T1F2-006,248.535,0,1325510000,128
Q318T1F2-007,248.535,0,223346000,128
Q318T1F2-008,248.943,0,316442000,128
Q318T1F2-009,248.943,0,21695700,128
Q318T1F2-009,247.721,0,297909000,128
Q318T1F2-010,248.128,0,270549000,128
Q318T1F2-011,249.35,0,1568550000,128
Q318T1F2-012,248.943,0,1489600000,128
Q318T1F2-013,248.943,0,1489600000,128
Q318T1F2-014,247.313,0,1555730000,128
Q318T1F2-015,248.535,0,1487160000,128
Q318T1F2-016,248.943,0,733278000,128
Q318T1F2-017,248.535,0,344482000,128
Q318T1F2-018,248.943,0,1489600000,128
Q318T1F2-019,248.535,0,1487160000,128
Q318T1F2-020,248.943,0,1850710000,128
Q318T1F2-021,248.943,0,80254000,66
Q318T1F2-021,248.943,0,1526840000,128
Q318T1F2-022,248.128,0,347848000,128
Q318T1F2-023,248.943,0,1565980000,128
Q318T1F2-024,247.721,0,193546000,66
Q318T1F2-024,248.535,0,1487160000,128
Q318T1F2-025,248.535,0,28733900,128
Q318T1F2-026,248.943,0,1565980000,128
Q318T1F2-027,248.943,0,1489600000,128
Q318T1F2-028,248.943,0,189669000,66
Q318T1F2-028,248.943,0,1489600000,128
Q318T1F2-029,248.943,0,1489600000,128
Q318T1F2-030,248.535,0,1847680000,128
Q318T1F2-031,248.943,0,1489600000,128
Q318T1F2-032,248.943,0,321439000,128
Q318T1F2-033,248.943,0,1526840000,128
Q318T1F2-034,248.535,0,1524340000,128
Q318T1F2-035,248.943,0,1607190000,128
Q318T1F2-036,248.128,0,1601930000,66
Q318T1F2-036,248.943,0,1565980000,128
Q318T1F2-038,247.721,0,1482280000,128
Q318T1F2-039,248.535,0,1524340000,128
Q318T1F2-040,248.943,0,1565980000,128
Q318T1F2-041,248.535,0,1604560000,128
Q318T1F2-042,248.943,0,289447000,66
Q318T1F2-042,248.943,0,1565980000,128
Q318T1F2-043,248.943,0,1489600000,128
Q318T1F2-044,248.943,0,310017000,128
Q318T1F2-045,248.535,0,1604560000,128
Q318T1F2-046,248.943,0,1526840000,66
Q318T1F2-046,248.943,0,1970110000,128
Q318T1F2-047,248.943,0,1607190000,128
Q318T1F2-048,248.943,0,1526840000,128
Q318T1F2-049,248.943,0,331920000,66
Q318T1F2-049,248.943,0,1565980000,128
Q318T1F2-050,249.35,0,1568550000,128
Q318T1F2-051,248.535,0,1563420000,128
Q318T1F2-052,248.943,0,1607190000,128
Q318T1F2-053,248.943,0,1565980000,128
Q318T1F2-054,248.535,0,1647930000,128
Q318T1F2-055,248.943,0,1565980000,128
Q318T1F2-056,242.831,-1,-1,72
Q318T1F2-056,248.535,0,1487160000,128
Q318T1F2-057,248.535,0,1487160000,128
Q318T1F2-058,248.943,0,1526840000,128
Q318T1F2-059,248.535,0,182010000,66
Q318T1F2-059,248.943,0,1744950000,128
Q318T1F2-060,248.128,0,1963660000,128
Q318T1F2-060,248.535,0,1524340000,128
Q318T1F2-061,248.535,0,1487160000,128
Q318T1F2-062,248.943,0,1565980000,128
Q318T1F2-063,248.535,0,1487160000,128
Q318T1F2-064,248.943,0,1489600000,128
Q318T1F2-066,248.943,0,1489600000,128
Q318T1F2-067,248.943,0,1489600000,128
Q318T1F2-069,248.943,0,1650630000,128
Q318T1F2-070,248.535,0,1487160000,66
Q318T1F2-070,248.943,0,1650630000,128
Q318T1F2-072,248.943,0,1607190000,128
Q318T1F2-073,248.943,0,1489600000,128
Q318T1F2-075,248.943,0,1489600000,128
Q318T1F2-076,248.943,0,1526840000,128
Q318T1F2-077,248.943,0,1489600000,128
Q318T1F2-078,248.943,0,348991000,128
Q318T1F2-078,248.943,0,1565980000,128
Q318T1F2-079,248.943,0,1489600000,128
Q318T1F2-100,248.535,0,1487160000,128
Q318T1F2-241,-1,-1,-1,98
Q318T1F2-241,248.943,0,1489600000,128
Q318T1F2-242,248.535,0,1563420000,128
Q318T1F2-243,248.535,0,1793340000,128
Q318T1G1-002,249.35,0,1492030000,128
Q318T1G1-003,248.535,0,1524340000,128
Q318T1G1-004,249.35,0,1492030000,128
Q318T1G1-005,249.35,0,2039110000,66
Q318T1G1-005,249.35,0,1529330000,128
Q318T1G1-006,248.943,0,1526840000,128
Q318T1G1-007,248.943,0,1565980000,128
Q318T1G1-008,248.943,0,200240000,128
Q318T1G1-009,249.35,0,1568550000,128
Q318T1G1-010,249.35,0,1529330000,128
Q318T1G1-011,248.943,0,1489600000,128
Q318T1G1-012,248.943,0,1565980000,128
Q318T1G1-013,248.943,0,1744950000,128
Q318T1G1-014,248.943,0,1489600000,128
Q318T1G1-015,248.943,0,1489600000,128
Q318T1G1-018,248.943,0,318090000,128
Q318T1G1-019,248.943,0,1744950000,128
Q318T1G1-020,248.943,0,1526840000,128
Q318T1G1-021,248.943,0,394022000,128
Q318T1G1-022,248.943,0,1565980000,128
Q318T1G1-023,248.943,0,1489600000,128
Q318T1G1-023,248.943,0,1607190000,128
Q318T1G1-024,248.943,0,1565980000,128
Q318T1G1-025,249.35,0,1529330000,128
Q318T1G1-026,249.35,0,1568550000,128
Q318T1G1-028,248.943,0,1526840000,128
Q318T1G1-029,248.943,0,1489600000,128
Q318T1G1-030,249.35,0,1609830000,128
Q318T1G1-031,249.35,0,1492030000,128
Q318T1G1-032,248.943,0,1607190000,128
Q318T1G1-033,248.943,0,1489600000,128
Q318T1G1-034,248.943,0,1565980000,128
Q318T1G1-035,248.943,0,1565980000,128
Q318T1G1-036,248.943,0,1489600000,128
Q318T1G1-037,248.943,0,1565980000,128
Q318T1G1-038,248.943,0,350996000,128
Q318T1G1-039,248.128,0,1521840000,128
Q318T1G1-041,248.943,0,1565980000,128
Q318T1G1-042,249.35,0,1699260000,128
Q318T1G1-043,248.943,0,1526840000,128
Q318T1G1-044,248.943,0,1565980000,128
Q318T1G1-045,248.535,0,1524340000,128
Q318T1G1-046,248.943,0,1526840000,128
Q318T1G1-047,249.35,0,1568550000,128
Q318T1G1-049,249.35,0,1529330000,128
Q318T1G1-050,-1,-1,-1,96
Q318T1G1-050,248.943,0,326595000,66
Q318T1G1-050,247.721,0,394633000,128
Q318T1G1-051,248.943,0,1607190000,128
Q318T1G1-052,248.943,0,237639000,128
Q318T1G1-053,248.943,0,1489600000,128
Q318T1G1-054,249.35,0,1609830000,128
Q318T1G1-056,250.573,0,1661440000,128
Q318T1G1-057,248.943,0,508944000,66
Q318T1G1-057,248.943,0,1526840000,128
Q318T1G1-058,250.573,0,1661440000,128
Q318T1G1-060,248.943,0,1526840000,128
Q318T1G1-061,248.943,0,1526840000,128
Q318T1G1-062,248.943,0,1565980000,128
Q318T1G1-063,248.943,0,1607190000,128
Q318T1G1-064,248.943,0,1565980000,128
Q318T1G1-065,248.943,0,1489600000,128
Q318T1G1-066,248.943,0,1696480000,128
Q318T1G1-067,249.35,0,1492030000,128
Q318T1G1-069,248.943,0,1565980000,128
Q318T1G1-070,248.943,0,1526840000,128
Q318T1G1-072,249.35,0,1799220000,66
Q318T1G1-072,248.943,0,1489600000,128
Q318T1G1-073,248.535,0,1487160000,128
Q318T1G1-074,248.943,0,1607190000,128
Q318T1G1-075,249.35,0,1568550000,128
Q318T1G1-075,248.943,0,1526840000,128
Q318T1G1-076,249.35,0,1492030000,128
Q318T1G1-077,248.128,0,1560860000,128
Q318T1G1-200,248.943,0,1489600000,128
Q318T1G1-201,248.943,0,1526840000,128
Q318T1G1-202,248.943,0,1489600000,128
Q318T1G1-203,248.943,0,1650630000,128
Q318T1G1-204,248.943,0,1565980000,128
Q318T1G1-205,249.35,0,184814000,128
Q318T1G1-206,249.35,0,153317000,128
Q318T1G1-207,249.35,0,1492030000,128
Q318T1G1-208,248.128,0,1484720000,128
Q318T1G2-001,248.943,0,459198000,128
Q318T1G2-001,248.943,0,1526840000,128
Q318T1G2-002,249.35,0,1529330000,128
Q318T1G2-002,249.35,0,240840000,128
Q318T1G2-003,248.943,0,1565980000,128
Q318T1G2-004,248.943,0,1526840000,128
Q318T1G2-005,248.943,0,1565980000,128
Q318T1G2-006,248.943,0,1489600000,128
Q318T1G2-008,248.943,0,1526840000,128
Q318T1G2-009,248.128,0,1560860000,128
Q318T1G2-010,248.943,0,1489600000,128
Q318T1G2-011,248.943,0,384109000,128
Q318T1G2-012,248.943,0,1526840000,128
Q318T1G2-013,248.943,0,1489600000,128
Q318T1G2-014,248.943,0,1650630000,128
Q318T1G2-015,248.943,0,1565980000,128
Q318T1G2-016,248.943,0,1489600000,128
Q318T1G2-017,248.128,0,1484720000,128
Q318T1G2-018,247.721,0,1482280000,128
Q318T1G2-019,248.943,0,1565980000,128
Q318T1G2-020,248.943,0,1607190000,128
Q318T1G2-023,248.943,0,1489600000,128
Q318T1G2-024,249.35,0,1747810000,128
Q318T1G2-025,248.128,0,1690930000,128
Q318T1G2-027,249.35,0,1492030000,128
Q318T1G2-028,248.943,0,1526840000,128
Q318T1G2-029,248.535,0,250919000,128
Q318T1G2-031,249.35,0,1609830000,128
Q318T1G2-032,248.128,0,1690930000,128
Q318T1G2-033,248.943,0,1489600000,66
Q318T1G2-033,249.35,0,1529330000,66
Q318T1G2-033,248.128,0,1521840000,128
Q318T1G2-034,248.128,0,585321000,128
Q318T1G2-035,248.943,0,1489600000,128
Q318T1G2-036,249.35,0,1653330000,128
Q318T1G2-037,248.943,0,1526840000,128
Q318T1G2-038,248.943,0,1526840000,128
Q318T1G2-039,248.943,0,1526840000,128
Q318T1G2-040,248.943,0,1526840000,128
Q318T1G2-042,248.535,0,1487160000,128
Q318T1G2-043,248.943,0,1489600000,128
Q318T1G2-044,248.943,0,1526840000,128
Q318T1G2-045,247.721,0,1482280000,128
Q318T1G2-046,248.943,0,1526840000,128
Q318T1G2-047,248.943,0,1489600000,128
Q318T1G2-048,249.35,0,384738000,128
Q318T1G2-049,248.943,0,73493800,128
Q318T1G2-050,248.943,0,1489600000,128
Q318T1G2-052,248.943,0,1526840000,128
Q318T1G2-053,249.35,0,1653330000,128
Q318T1G2-054,249.35,0,1699260000,128
Q318T1G2-055,248.943,0,1489600000,128
Q318T1G2-056,248.943,0,1489600000,128
Q318T1G2-057,248.943,0,1526840000,128
Q318T1G2-058,248.943,0,1526840000,128
Q318T1G2-059,248.943,0,1489600000,128
Q318T1G2-060,248.943,0,1607190000,128
Q318T1G2-061,248.943,0,1526840000,128
Q318T1G2-062,248.943,0,1565980000,66
Q318T1G2-062,248.943,0,1489600000,128
Q318T1G2-063,248.943,0,1526840000,128
Q318T1G2-064,248.943,0,318090000,128
Q318T1G2-065,248.943,0,1489600000,128
Q318T1G2-066,248.943,0,1744950000,128
Q318T1G2-067,248.943,0,804963000,66
Q318T1G2-067,248.128,0,419817000,128
Q318T1G2-068,248.943,0,1696480000,128
Q318T1G2-069,248.943,0,299379000,66
Q318T1G2-069,248.943,0,1650630000,128
Q318T1G2-070,248.943,0,1526840000,66
Q318T1G2-070,248.943,0,1650630000,128
Q318T1G2-071,248.943,0,1565980000,66
Q318T1G2-071,248.943,0,253416000,66
Q318T1G2-071,248.943,0,1526840000,128
Q318T1G2-073,249.35,0,1529330000,128
Q318T1G2-074,248.943,0,1526840000,128
Q318T1G2-075,248.943,0,1526840000,128
Q318T1G2-076,248.943,0,1607190000,128
Q318T1G2-077,248.943,0,1565980000,128
Q318T1G2-079,248.943,0,1489600000,128
Q318T1G2-200,248.943,0,1607190000,128
Q318T1G2-201,248.943,0,1489600000,128
Q318T1G2-202,248.943,0,1526840000,128
Q318T1G2-203,248.943,0,337422000,66
Q318T1G2-203,248.943,0,1607190000,128
Q318T1G2-204,248.943,0,1526840000,128
Q318T1G2-205,248.943,0,203619000,66
Q318T1G2-205,248.943,0,1565980000,128
Q318T1G2-241,248.943,0,1489600000,128
Q318T1H1-001,248.943,0,252369000,128
Q318T1H1-002,248.943,0,1489600000,128
Q318T1H1-003,248.943,0,1565980000,128
Q318T1H1-004,248.535,0,1487160000,128
Q318T1H1-005,248.943,0,1526840000,128
Q318T1H1-006,248.943,0,2908260000,66
Q318T1H1-006,249.35,0,349562000,66
Q318T1H1-006,248.943,0,296472000,66
Q318T1H1-006,248.943,0,1526840000,128
Q318T1H1-007,248.535,0,1647930000,128
Q318T1H1-009,248.943,0,1650630000,128
Q318T1H1-010,249.35,0,1699260000,128
Q318T1H1-011,248.943,0,1489600000,128
Q318T1H1-012,248.943,0,1489600000,128
Q318T1H1-013,248.535,0,1487160000,128
Q318T1H1-013,248.943,0,1489600000,128
Q318T1H1-013,249.35,0,1492030000,128
Q318T1H1-014,248.943,0,190854000,128
Q318T1H1-015,248.128,0,1521840000,128
Q318T1H1-015,249.35,0,366307000,66
Q318T1H1-015,249.35,0,402456000,66
Q318T1H1-015,248.943,0,1526840000,128
Q318T1H1-016,248.943,0,1607190000,128
Q318T1H1-017,248.943,0,1489600000,128
Q318T1H1-018,248.943,0,185633000,128
Q318T1H1-019,248.943,0,1526840000,128
Q318T1H1-020,248.943,0,1489600000,128
Q318T1H1-021,248.943,0,1650630000,128
Q318T1H1-022,248.943,0,1489600000,128
Q318T1H1-023,248.943,0,1696480000,128
Q318T1H1-024,248.128,0,1601930000,128
Q318T1H1-025,177.234,-1,-1,72
Q318T1H1-025,248.943,0,296472000,66
Q318T1H1-025,-1,-1,-1,98
Q318T1H1-025,248.943,0,1565980000,128
Q318T1H1-026,248.128,0,1484720000,66
Q318T1H1-026,248.943,0,1607190000,128
Q318T1H1-028,248.943,0,1489600000,128
Q318T1H1-029,248.943,0,1565980000,128
Q318T1H1-030,249.35,0,1529330000,128
Q318T1H1-031,248.535,0,1604560000,128
Q318T1H1-032,248.943,0,1696480000,128
Q318T1H1-033,248.943,0,1489600000,128
Q318T1H1-034,248.943,0,1650630000,128
Q318T1H1-035,-1,-1,-1,98
Q318T1H1-035,248.943,0,1489600000,128
Q318T1H1-036,248.943,0,1607190000,128
Q318T1H1-037,248.943,0,1526840000,128
Q318T1H1-038,248.535,0,259461000,128
Q318T1H1-039,248.943,0,1489600000,128
Q318T1H1-040,248.943,0,1489600000,128
Q318T1H1-041,249.35,0,1529330000,128
Q318T1H1-042,248.943,0,266696000,128
Q318T1H1-045,248.943,0,1526840000,128
Q318T1H1-046,248.943,0,1489600000,128
Q318T1H1-047,-1,-1,-1,98
Q318T1H1-047,249.35,0,1653330000,128
Q318T1H1-048,248.943,0,1650630000,128
Q318T1H1-049,248.943,0,263247000,128
Q318T1H1-050,248.943,0,1565980000,128
Q318T1H1-051,248.128,0,249481000,66
Q318T1H1-051,248.943,0,1526840000,128
Q318T1H1-052,249.35,0,1653330000,128
Q318T1H1-053,248.943,0,1526840000,128
Q318T1H1-054,248.943,0,1489600000,128
Q318T1H1-055,250.573,0,1576240000,128
Q318T1H1-056,248.943,0,1526840000,128
Q318T1H1-057,-1,-1,-1,98
Q318T1H1-057,248.943,0,1526840000,128
Q318T1H1-058,248.943,0,1489600000,128
Q318T1H1-060,248.943,0,278874000,66
Q318T1H1-060,248.943,0,1607190000,128
Q318T1H1-061,249.35,0,1529330000,128
Q318T1H1-062,248.943,0,1489600000,128
Q318T1H1-063,250.573,0,1536830000,128
Q318T1H1-064,248.943,0,1526840000,128
Q318T1H1-065,248.535,0,1693710000,66
Q318T1H1-065,248.943,0,1489600000,128
