,電池編號,V:測試電壓值,I:漏電流值,OM:絕緣電阻值,PF:結果判定,正極隔離膜批號,負極隔離膜批號,正極來料,負極來料
1385,Q318T1G1-037,248.94299999999998,0.0,1565980000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1386,Q318T1G1-038,248.94299999999998,0.0,350996000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1387,Q318T1G1-039,248.128,0.0,1521840000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1388,Q318T1G1-041,248.94299999999998,0.0,1565980000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1389,Q318T1G1-042,249.35,0.0,1699260000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1390,Q318T1G1-043,248.94299999999998,0.0,1526840000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1391,Q318T1G1-044,248.94299999999998,0.0,1565980000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1392,Q318T1G1-045,248.535,0.0,1524340000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1393,Q318T1G1-046,248.94299999999998,0.0,1526840000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1394,Q318T1G1-047,249.35,0.0,1568550000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1395,Q318T1G1-049,249.35,0.0,1529330000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1396,Q318T1G1-050,247.72099999999998,0.0,394633000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1397,Q318T1G1-051,248.94299999999998,0.0,1607190000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1398,Q318T1G1-052,248.94299999999998,0.0,237639000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1399,Q318T1G1-053,248.94299999999998,0.0,1489600000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1400,Q318T1G1-054,249.35,0.0,1609830000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1401,Q318T1G1-056,250.57299999999998,0.0,1661440000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1402,Q318T1G1-057,248.94299999999998,0.0,1526840000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1403,Q318T1G1-058,250.57299999999998,0.0,1661440000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1404,Q318T1G1-060,248.94299999999998,0.0,1526840000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1405,Q318T1G1-061,248.94299999999998,0.0,1526840000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1406,Q318T1G1-062,248.94299999999998,0.0,1565980000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1407,Q318T1G1-063,248.94299999999998,0.0,1607190000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1408,Q318T1G1-064,248.94299999999998,0.0,1565980000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1409,Q318T1G1-065,248.94299999999998,0.0,1489600000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1410,Q318T1G1-066,248.94299999999998,0.0,1696480000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1411,Q318T1G1-067,249.35,0.0,1492030000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1412,Q318T1G1-069,248.94299999999998,0.0,1565980000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1413,Q318T1G1-070,248.94299999999998,0.0,1526840000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1414,Q318T1G1-072,248.94299999999998,0.0,1489600000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1415,Q318T1G1-073,248.535,0.0,1487160000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1416,Q318T1G1-074,248.94299999999998,0.0,1607190000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1417,Q318T1G1-075,249.35,0.0,1568550000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1418,Q318T1G1-076,249.35,0.0,1492030000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1419,Q318T1G1-077,248.128,0.0,1560860000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1420,Q318T1G1-200,248.94299999999998,0.0,1489600000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1421,Q318T1G1-201,248.94299999999998,0.0,1526840000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1422,Q318T1G1-202,248.94299999999998,0.0,1489600000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1423,Q318T1G1-203,248.94299999999998,0.0,1650630000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1424,Q318T1G1-204,248.94299999999998,0.0,1565980000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1425,Q318T1G1-205,249.35,0.0,184814000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1426,Q318T1G1-206,249.35,0.0,153317000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1427,Q318T1G1-207,249.35,0.0,1492030000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1428,Q318T1G1-208,248.128,0.0,1484720000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1429,Q318T1G2-001,248.94299999999998,0.0,459198000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1430,Q318T1G2-002,249.35,0.0,1529330000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1431,Q318T1G2-003,248.94299999999998,0.0,1565980000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1432,Q318T1G2-004,248.94299999999998,0.0,1526840000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1433,Q318T1G2-005,248.94299999999998,0.0,1565980000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1434,Q318T1G2-006,248.94299999999998,0.0,1489600000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1435,Q318T1G2-008,248.94299999999998,0.0,1526840000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1436,Q318T1G2-009,248.128,0.0,1560860000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1437,Q318T1G2-010,248.94299999999998,0.0,1489600000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1438,Q318T1G2-011,248.94299999999998,0.0,384109000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1439,Q318T1G2-012,248.94299999999998,0.0,1526840000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1440,Q318T1G2-013,248.94299999999998,0.0,1489600000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1441,Q318T1G2-014,248.94299999999998,0.0,1650630000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1442,Q318T1G2-015,248.94299999999998,0.0,1565980000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1443,Q318T1G2-016,248.94299999999998,0.0,1489600000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1444,Q318T1G2-017,248.128,0.0,1484720000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1445,Q318T1G2-018,247.72099999999998,0.0,1482280000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1446,Q318T1G2-019,248.94299999999998,0.0,1565980000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1447,Q318T1G2-020,248.94299999999998,0.0,1607190000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1448,Q318T1G2-023,248.94299999999998,0.0,1489600000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1449,Q318T1G2-024,249.35,0.0,1747810000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1450,Q318T1G2-025,248.128,0.0,1690930000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1451,Q318T1G2-027,249.35,0.0,1492030000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1452,Q318T1G2-028,248.94299999999998,0.0,1526840000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1453,Q318T1G2-029,248.535,0.0,250919000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1454,Q318T1G2-031,249.35,0.0,1609830000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1455,Q318T1G2-032,248.128,0.0,1690930000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1456,Q318T1G2-033,248.128,0.0,1521840000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1457,Q318T1G2-034,248.128,0.0,585321000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1458,Q318T1G2-035,248.94299999999998,0.0,1489600000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1459,Q318T1G2-036,249.35,0.0,1653330000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1460,Q318T1G2-037,248.94299999999998,0.0,1526840000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1461,Q318T1G2-038,248.94299999999998,0.0,1526840000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1462,Q318T1G2-039,248.94299999999998,0.0,1526840000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1463,Q318T1G2-040,248.94299999999998,0.0,1526840000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1464,Q318T1G2-042,248.535,0.0,1487160000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1465,Q318T1G2-043,248.94299999999998,0.0,1489600000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1466,Q318T1G2-044,248.94299999999998,0.0,1526840000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1467,Q318T1G2-045,247.72099999999998,0.0,1482280000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1468,Q318T1G2-046,248.94299999999998,0.0,1526840000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1469,Q318T1G2-047,248.94299999999998,0.0,1489600000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1470,Q318T1G2-048,249.35,0.0,384738000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1471,Q318T1G2-049,248.94299999999998,0.0,73493800.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1472,Q318T1G2-050,248.94299999999998,0.0,1489600000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1473,Q318T1G2-052,248.94299999999998,0.0,1526840000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1474,Q318T1G2-053,249.35,0.0,1653330000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1475,Q318T1G2-054,249.35,0.0,1699260000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1476,Q318T1G2-055,248.94299999999998,0.0,1489600000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1477,Q318T1G2-056,248.94299999999998,0.0,1489600000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1478,Q318T1G2-057,248.94299999999998,0.0,1526840000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1479,Q318T1G2-058,248.94299999999998,0.0,1526840000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1480,Q318T1G2-059,248.94299999999998,0.0,1489600000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1481,Q318T1G2-060,248.94299999999998,0.0,1607190000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1482,Q318T1G2-061,248.94299999999998,0.0,1526840000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1483,Q318T1G2-062,248.94299999999998,0.0,1489600000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1484,Q318T1G2-063,248.94299999999998,0.0,1526840000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1485,Q318T1G2-064,248.94299999999998,0.0,318090000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1486,Q318T1G2-065,248.94299999999998,0.0,1489600000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1487,Q318T1G2-066,248.94299999999998,0.0,1744950000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1488,Q318T1G2-067,248.128,0.0,419817000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1489,Q318T1G2-068,248.94299999999998,0.0,1696480000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1490,Q318T1G2-069,248.94299999999998,0.0,1650630000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1491,Q318T1G2-070,248.94299999999998,0.0,1650630000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1492,Q318T1G2-071,248.94299999999998,0.0,1526840000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1493,Q318T1G2-073,249.35,0.0,1529330000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1494,Q318T1G2-074,248.94299999999998,0.0,1526840000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1495,Q318T1G2-075,248.94299999999998,0.0,1526840000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1496,Q318T1G2-076,248.94299999999998,0.0,1607190000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1497,Q318T1G2-077,248.94299999999998,0.0,1565980000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1498,Q318T1G2-079,248.94299999999998,0.0,1489600000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1499,Q318T1G2-200,248.94299999999998,0.0,1607190000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1500,Q318T1G2-201,248.94299999999998,0.0,1489600000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1501,Q318T1G2-202,248.94299999999998,0.0,1526840000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1502,Q318T1G2-203,248.94299999999998,0.0,1607190000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1503,Q318T1G2-204,248.94299999999998,0.0,1526840000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1504,Q318T1G2-205,248.94299999999998,0.0,1565980000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1505,Q318T1G2-241,248.94299999999998,0.0,1489600000.0,128.0,TAF29AD0904,TAF29AD1005,102965,FH22K01
1506,Q318T1H1-001,248.94299999999998,0.0,252369000.0,128.0,TAF29AD1102,TAF26AD0601,102965,FH22K01
1507,Q318T1H1-002,248.94299999999998,0.0,1489600000.0,128.0,TAF29AD1102,TAF26AD0601,102965,FH22K01
1508,Q318T1H1-003,248.94299999999998,0.0,1565980000.0,128.0,TAF29AD1102,TAF26AD0601,102965,FH22K01
1509,Q318T1H1-004,248.535,0.0,1487160000.0,128.0,TAF29AD1102,TAF26AD0601,102965,FH22K01
1510,Q318T1H1-005,248.94299999999998,0.0,1526840000.0,128.0,TAF29AD1102,TAF26AD0601,102965,FH22K01
1511,Q318T1H1-006,248.94299999999998,0.0,1526840000.0,128.0,TAF29AD1102,TAF26AD0601,102965,FH22K01
1512,Q318T1H1-007,248.535,0.0,1647930000.0,128.0,TAF29AD1102,TAF26AD0601,102965,FH22K01
1513,Q318T1H1-009,248.94299999999998,0.0,1650630000.0,128.0,TAF29AD1102,TAF26AD0601,102965,FH22K01
1514,Q318T1H1-010,249.35,0.0,1699260000.0,128.0,TAF29AD1102,TAF26AD0601,102965,FH22K01
1515,Q318T1H1-011,248.94299999999998,0.0,1489600000.0,128.0,TAF29AD1102,TAF26AD0601,102965,FH22K01
1516,Q318T1H1-012,248.94299999999998,0.0,1489600000.0,128.0,TAF29AD1102,TAF26AD0601,102965,FH22K01
1517,Q318T1H1-013,248.535,0.0,1487160000.0,128.0,TAF29AD1102,TAF26AD0601,102965,FH22K01
1518,Q318T1H1-014,248.94299999999998,0.0,190854000.0,128.0,TAF29AD1102,TAF26AD0601,102965,FH22K01
1519,Q318T1H1-015,248.128,0.0,1521840000.0,128.0,TAF29AD1102,TAF26AD0601,102965,FH22K01
1520,Q318T1H1-016,248.94299999999998,0.0,1607190000.0,128.0,TAF29AD1102,TAF26AD0601,102965,FH22K01
1521,Q318T1H1-017,248.94299999999998,0.0,1489600000.0,128.0,TAF29AD1102,TAF26AD0601,102965,FH22K01
1522,Q318T1H1-018,248.94299999999998,0.0,185633000.0,128.0,TAF29AD1102,TAF26AD0601,102965,FH22K01
1523,Q318T1H1-019,248.94299999999998,0.0,1526840000.0,128.0,TAF29AD1102,TAF26AD0601,102965,FH22K01
1524,Q318T1H1-020,248.94299999999998,0.0,1489600000.0,128.0,TAF29AD1102,TAF26AD0601,102965,FH22K01
1525,Q318T1H1-021,248.94299999999998,0.0,1650630000.0,128.0,TAF29AD1102,TAF26AD0601,102965,FH22K01
1526,Q318T1H1-022,248.94299999999998,0.0,1489600000.0,128.0,TAF29AD1102,TAF26AD0601,102965,FH22K01
1527,Q318T1H1-023,248.94299999999998,0.0,1696480000.0,128.0,TAF29AD1102,TAF26AD0601,102965,FH22K01
1528,Q318T1H1-024,248.128,0.0,1601930000.0,128.0,TAF29AD1102,TAF26AD0601,102965,FH22K01
1529,Q318T1H1-025,248.94299999999998,0.0,1565980000.0,128.0,TAF29AD1102,TAF26AD0601,102965,FH22K01
1530,Q318T1H1-026,248.94299999999998,0.0,1607190000.0,128.0,TAF29AD1102,TAF26AD0601,102965,FH22K01
1531,Q318T1H1-028,248.94299999999998,0.0,1489600000.0,128.0,TAF29AD1102,TAF26AD0601,102965,FH22K01
1532,Q318T1H1-029,248.94299999999998,0.0,1565980000.0,128.0,TAF29AD1102,TAF26AD0601,102965,FH22K01
1533,Q318T1H1-030,249.35,0.0,1529330000.0,128.0,TAF29AD1102,TAF26AD0601,102965,FH22K01
1534,Q318T1H1-031,248.535,0.0,1604560000.0,128.0,TAF29AD1102,TAF26AD0601,102965,FH22K01
1535,Q318T1H1-032,248.94299999999998,0.0,1696480000.0,128.0,TAF29AD1102,TAF26AD0601,102965,FH22K01
1536,Q318T1H1-033,248.94299999999998,0.0,1489600000.0,128.0,TAF29AD1102,TAF26AD0601,102965,FH22K01
1537,Q318T1H1-034,248.94299999999998,0.0,1650630000.0,128.0,TAF29AD1102,TAF26AD0601,102965,FH22K01
1538,Q318T1H1-035,248.94299999999998,0.0,1489600000.0,128.0,TAF29AD1102,TAF26AD0601,102965,FH22K01
1539,Q318T1H1-036,248.94299999999998,0.0,1607190000.0,128.0,TAF29AD1102,TAF26AD0601,102965,FH22K01
1540,Q318T1H1-037,248.94299999999998,0.0,1526840000.0,128.0,TAF29AD1102,TAF26AD0601,102965,FH22K01
1541,Q318T1H1-038,248.535,0.0,259461000.0,128.0,TAF29AD1102,TAF26AD0601,102965,FH22K01
1542,Q318T1H1-039,248.94299999999998,0.0,1489600000.0,128.0,TAF29AD1102,TAF26AD0601,102965,FH22K01
1543,Q318T1H1-040,248.94299999999998,0.0,1489600000.0,128.0,TAF29AD1102,TAF26AD0601,102965,FH22K01
1544,Q318T1H1-041,249.35,0.0,1529330000.0,128.0,TAF29AD1102,TAF26AD0601,102965,FH22K01
1545,Q318T1H1-042,248.94299999999998,0.0,266696000.0,128.0,TAF29AD1102,TAF26AD0601,102965,FH22K01
1546,Q318T1H1-045,248.94299999999998,0.0,1526840000.0,128.0,TAF29AD1102,TAF26AD0601,102965,FH22K01
1547,Q318T1H1-046,248.94299999999998,0.0,1489600000.0,128.0,TAF29AD1102,TAF26AD0601,102965,FH22K01
1548,Q318T1H1-047,249.35,0.0,1653330000.0,128.0,TAF29AD1102,TAF26AD0601,102965,FH22K01
1549,Q318T1H1-048,248.94299999999998,0.0,1650630000.0,128.0,TAF29AD1102,TAF26AD0601,102965,FH22K01
1550,Q318T1H1-049,248.94299999999998,0.0,263247000.0,128.0,TAF29AD1102,TAF26AD0601,102965,FH22K01
1551,Q318T1H1-050,248.94299999999998,0.0,1565980000.0,128.0,TAF29AD1102,TAF26AD0601,102965,FH22K01
1552,Q318T1H1-051,248.94299999999998,0.0,1526840000.0,128.0,TAF29AD1102,TAF26AD0601,102965,FH22K01
1553,Q318T1H1-052,249.35,0.0,1653330000.0,128.0,TAF29AD1102,TAF26AD0601,102965,FH22K01
1554,Q318T1H1-053,248.94299999999998,0.0,1526840000.0,128.0,TAF29AD1102,TAF26AD0601,102965,FH22K01
1555,Q318T1H1-054,248.94299999999998,0.0,1489600000.0,128.0,TAF29AD1102,TAF26AD0601,102965,FH22K01
1556,Q318T1H1-055,250.57299999999998,0.0,1576240000.0,128.0,TAF29AD1102,TAF26AD0601,102965,FH22K01
1557,Q318T1H1-056,248.94299999999998,0.0,1526840000.0,128.0,TAF29AD1102,TAF26AD0601,102965,FH22K01
1558,Q318T1H1-057,248.94299999999998,0.0,1526840000.0,128.0,TAF29AD1102,TAF26AD0601,102965,FH22K01
1559,Q318T1H1-058,248.94299999999998,0.0,1489600000.0,128.0,TAF29AD1102,TAF26AD0601,102965,FH22K01
1560,Q318T1H1-060,248.94299999999998,0.0,1607190000.0,128.0,TAF29AD1102,TAF26AD0601,102965,FH22K01
1561,Q318T1H1-061,249.35,0.0,1529330000.0,128.0,TAF29AD1102,TAF26AD0601,102965,FH22K01
1562,Q318T1H1-062,248.94299999999998,0.0,1489600000.0,128.0,TAF29AD1102,TAF26AD0601,102965,FH22K01
1563,Q318T1H1-063,250.57299999999998,0.0,1536830000.0,128.0,TAF29AD1102,TAF26AD0601,102965,FH22K01
1564,Q318T1H1-064,248.94299999999998,0.0,1526840000.0,128.0,TAF29AD1102,TAF26AD0601,102965,FH22K01
1565,Q318T1H1-065,248.94299999999998,0.0,1489600000.0,128.0,TAF29AD1102,TAF26AD0601,102965,FH22K01
1566,Q318T1H1-066,248.94299999999998,0.0,1489600000.0,128.0,TAF29AD1102,TAF26AD0601,102965,FH22K01
1567,Q318T1H1-067,248.94299999999998,0.0,1565980000.0,128.0,TAF29AD1102,TAF26AD0601,102965,FH22K01
1568,Q318T1H1-068,248.94299999999998,0.0,1454130000.0,128.0,TAF29AD1102,TAF26AD0601,102965,FH22K01
1569,Q318T1H1-069,248.94299999999998,0.0,1607190000.0,128.0,TAF29AD1102,TAF26AD0601,102965,FH22K01
1570,Q318T1H1-070,248.94299999999998,0.0,1489600000.0,128.0,TAF29AD1102,TAF26AD0601,102965,FH22K01
1571,Q318T1H1-071,248.94299999999998,0.0,1489600000.0,128.0,TAF29AD1102,TAF26AD0601,102965,FH22K01
1572,Q318T1H1-072,248.94299999999998,0.0,1565980000.0,128.0,TAF29AD1102,TAF26AD0601,102965,FH22K01
1573,Q318T1H1-200,248.94299999999998,0.0,263247000.0,128.0,TAF29AD1102,TAF26AD0601,102965,FH22K01
1574,Q318T1H1-201,248.535,0.0,1524340000.0,128.0,TAF29AD1102,TAF26AD0601,102965,FH22K01
1575,Q318T1H1-202,247.72099999999998,0.0,1688150000.0,128.0,TAF29AD1102,TAF26AD0601,102965,FH22K01
1576,Q318T1H2-001,248.94299999999998,0.0,1489600000.0,128.0,TAF29AD1102,TAF26AD0601,102965,FH22K01
1577,Q318T1H2-002,249.35,0.0,1529330000.0,128.0,TAF29AD1102,TAF26AD0601,102965,FH22K01
1578,Q318T1H2-003,248.94299999999998,0.0,1489600000.0,128.0,TAF29AD1102,TAF26AD0601,102965,FH22K01
1579,Q318T1H2-004,248.94299999999998,0.0,1607190000.0,128.0,TAF29AD1102,TAF26AD0601,102965,FH22K01
1580,Q318T1H2-006,248.94299999999998,0.0,1526840000.0,128.0,TAF29AD1102,TAF26AD0601,102965,FH22K01
1581,Q318T1H2-007,248.94299999999998,0.0,1526840000.0,128.0,TAF29AD1102,TAF26AD0601,102965,FH22K01
1582,Q318T1H2-008,248.94299999999998,0.0,1489600000.0,128.0,TAF29AD1102,TAF26AD0601,102965,FH22K01
1583,Q318T1H2-009,249.35,0.0,1529330000.0,128.0,TAF29AD1102,TAF26AD0601,102965,FH22K01
1584,Q318T1H2-010,248.94299999999998,0.0,1650630000.0,128.0,TAF29AD1102,TAF26AD0601,102965,FH22K01
1585,Q318T1H2-011,248.94299999999998,0.0,1489600000.0,128.0,TAF29AD1102,TAF26AD0601,102965,FH22K01
1586,Q318T1H2-012,248.94299999999998,0.0,1607190000.0,128.0,TAF29AD1102,TAF26AD0601,102965,FH22K01
1587,Q318T1H2-013,248.94299999999998,0.0,1696480000.0,128.0,TAF29AD1102,TAF26AD0601,102965,FH22K01
1588,Q318T1H2-014,248.94299999999998,0.0,1489600000.0,128.0,TAF29AD1102,TAF26AD0601,102965,FH22K01
1589,Q318T1H2-015,248.94299999999998,0.0,581651000.0,128.0,TAF29AD1102,TAF26AD0601,102965,FH22K01
1590,Q318T1H2-016,248.535,0.0,1487160000.0,128.0,TAF29AD1102,TAF26AD0601,102965,FH22K01
1591,Q318T1H2-017,248.94299999999998,0.0,1565980000.0,128.0,TAF29AD1102,TAF26AD0601,102965,FH22K01
1592,Q318T1H2-018,248.94299999999998,0.0,848241000.0,128.0,TAF29AD1102,TAF26AD0601,102965,FH22K01
1593,Q318T1H2-019,248.94299999999998,0.0,1565980000.0,128.0,TAF29AD1102,TAF26AD0601,102965,FH22K01
1594,Q318T1H2-020,248.94299999999998,0.0,1565980000.0,128.0,TAF29AD1102,TAF26AD0601,102965,FH22K01
1595,Q318T1H2-021,248.94299999999998,0.0,1489600000.0,128.0,TAF29AD1102,TAF26AD0601,102965,FH22K01
1596,Q318T1H2-022,248.94299999999998,0.0,1565980000.0,128.0,TAF29AD1102,TAF26AD0601,102965,FH22K01
1597,Q318T1H2-023,248.94299999999998,0.0,1489600000.0,128.0,TAF29AD1102,TAF26AD0601,102965,FH22K01
1598,Q318T1H2-024,248.94299999999998,0.0,1489600000.0,128.0,TAF29AD1102,TAF26AD0601,102965,FH22K01
1599,Q318T1H2-025,248.94299999999998,0.0,1489600000.0,128.0,TAF29AD1102,TAF26AD0601,102965,FH22K01
1600,Q318T1H2-026,248.94299999999998,0.0,1565980000.0,128.0,TAF29AD1102,TAF26AD0601,102965,FH22K01
1601,Q318T1H2-027,249.35,0.0,1568550000.0,128.0,TAF29AD1102,TAF26AD0601,102965,FH22K01
1602,Q318T1H2-028,248.94299999999998,0.0,1489600000.0,128.0,TAF29AD1102,TAF26AD0601,102965,FH22K01
1603,Q318T1H2-029,248.94299999999998,0.0,1607190000.0,128.0,TAF29AD1102,TAF26AD0601,102965,FH22K01
1604,Q318T1H2-030,248.94299999999998,0.0,1526840000.0,128.0,TAF29AD1102,TAF26AD0601,102965,FH22K01
1605,Q318T1H2-031,248.94299999999998,0.0,1489600000.0,128.0,TAF29AD1102,TAF26AD0601,102965,FH22K01
1606,Q318T1H2-032,248.128,0.0,548409000.0,128.0,TAF29AD1102,TAF26AD0601,102965,FH22K01
1607,Q318T1H2-033,248.94299999999998,0.0,1489600000.0,128.0,TAF29AD1102,TAF26AD0601,102965,FH22K01
1608,Q318T1H2-034,248.94299999999998,0.0,1526840000.0,128.0,TAF29AD1102,TAF26AD0601,102965,FH22K01
